,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_features,param_min_samples_leaf,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.242132484913,0.00632494688034,0.722222222222,1.0,auto,1,100,"{'max_features': 'auto', 'n_estimators': 100, 'min_samples_leaf': 1}",6,0.555555555556,1.0,0.833333333333,1.0,0.777777777778,1.0,0.722222222222,1.0,0.00611739264304,0.000760581058985,0.10393492741,0.0
1,2.41545689106,0.0590552687645,0.708333333333,1.0,auto,1,1000,"{'max_features': 'auto', 'n_estimators': 1000, 'min_samples_leaf': 1}",8,0.666666666667,1.0,0.777777777778,1.0,0.722222222222,1.0,0.666666666667,1.0,0.0238036920009,0.00860708865806,0.0460642331994,0.0
2,12.0482010245,0.278170764446,0.736111111111,1.0,auto,1,5000,"{'max_features': 'auto', 'n_estimators': 5000, 'min_samples_leaf': 1}",3,0.666666666667,1.0,0.888888888889,1.0,0.777777777778,1.0,0.611111111111,1.0,0.0353488951922,0.00413403008706,0.106682579832,0.0
3,0.237829446793,0.00600504875183,0.694444444444,0.981884057971,auto,2,100,"{'max_features': 'auto', 'n_estimators': 100, 'min_samples_leaf': 2}",9,0.666666666667,0.985507246377,0.777777777778,0.985507246377,0.777777777778,0.985507246377,0.555555555556,0.971014492754,0.0138311146434,0.00040035253908,0.0921284663988,0.00627554640424
4,2.32752460241,0.0544995069504,0.75,0.985507246377,auto,2,1000,"{'max_features': 'auto', 'n_estimators': 1000, 'min_samples_leaf': 2}",1,0.666666666667,0.985507246377,0.888888888889,1.0,0.777777777778,0.971014492754,0.666666666667,0.985507246377,0.0194524575205,0.000707641414475,0.0921284663988,0.010247924365
5,11.8523952365,0.274362802505,0.736111111111,0.985507246377,auto,2,5000,"{'max_features': 'auto', 'n_estimators': 5000, 'min_samples_leaf': 2}",3,0.666666666667,0.985507246377,0.888888888889,1.0,0.777777777778,0.971014492754,0.611111111111,0.985507246377,0.096238319528,0.00644251994932,0.106682579832,0.010247924365
6,0.240086436272,0.00613522529602,0.736111111111,0.945652173913,auto,3,100,"{'max_features': 'auto', 'n_estimators': 100, 'min_samples_leaf': 3}",3,0.611111111111,0.95652173913,0.833333333333,0.95652173913,0.777777777778,0.942028985507,0.722222222222,0.927536231884,0.00871991025907,0.000409009938882,0.0821677747653,0.0120167564868
7,2.33517348766,0.0568643212318,0.722222222222,0.949275362319,auto,3,1000,"{'max_features': 'auto', 'n_estimators': 1000, 'min_samples_leaf': 3}",6,0.666666666667,0.971014492754,0.833333333333,0.971014492754,0.777777777778,0.927536231884,0.611111111111,0.927536231884,0.0134104875433,0.0029874748267,0.0878410461158,0.0217391304348
8,11.6900907755,0.275691926479,0.75,0.945652173913,auto,3,5000,"{'max_features': 'auto', 'n_estimators': 5000, 'min_samples_leaf': 3}",1,0.666666666667,0.95652173913,0.888888888889,0.95652173913,0.777777777778,0.942028985507,0.666666666667,0.927536231884,0.0681954679453,0.00692960865984,0.0921284663988,0.0120167564868
9,0.244584262371,0.00626128911972,0.625,1.0,log2,1,100,"{'max_features': 'log2', 'n_estimators': 100, 'min_samples_leaf': 1}",18,0.611111111111,1.0,0.611111111111,1.0,0.666666666667,1.0,0.611111111111,1.0,0.00851668341448,0.00069098229699,0.0240562612162,0.0
10,2.35751622915,0.0563060045242,0.694444444444,1.0,log2,1,1000,"{'max_features': 'log2', 'n_estimators': 1000, 'min_samples_leaf': 1}",9,0.611111111111,1.0,0.833333333333,1.0,0.722222222222,1.0,0.611111111111,1.0,0.0204275542493,0.00257847754693,0.0921284663988,0.0
11,11.8710145354,0.280384719372,0.694444444444,1.0,log2,1,5000,"{'max_features': 'log2', 'n_estimators': 5000, 'min_samples_leaf': 1}",9,0.611111111111,1.0,0.833333333333,1.0,0.722222222222,1.0,0.611111111111,1.0,0.115374111838,0.00429632379384,0.0921284663988,0.0
12,0.234954535961,0.00630730390549,0.666666666667,0.963768115942,log2,2,100,"{'max_features': 'log2', 'n_estimators': 100, 'min_samples_leaf': 2}",16,0.611111111111,0.971014492754,0.722222222222,0.95652173913,0.722222222222,0.971014492754,0.611111111111,0.95652173913,0.0101003678414,0.000653763011325,0.0555555555556,0.00724637681159
13,2.28981149197,0.0569004416466,0.694444444444,0.960144927536,log2,2,1000,"{'max_features': 'log2', 'n_estimators': 1000, 'min_samples_leaf': 2}",9,0.611111111111,0.942028985507,0.833333333333,0.985507246377,0.722222222222,0.95652173913,0.611111111111,0.95652173913,0.00825466074506,0.00169625955069,0.0921284663988,0.0157931121143
14,11.5024055839,0.282784640789,0.694444444444,0.95652173913,log2,2,5000,"{'max_features': 'log2', 'n_estimators': 5000, 'min_samples_leaf': 2}",9,0.611111111111,0.95652173913,0.833333333333,0.971014492754,0.722222222222,0.942028985507,0.611111111111,0.95652173913,0.0256718070906,0.00283119730877,0.0921284663988,0.010247924365
15,0.231837451458,0.0062347650528,0.680555555556,0.880434782609,log2,3,100,"{'max_features': 'log2', 'n_estimators': 100, 'min_samples_leaf': 3}",14,0.611111111111,0.855072463768,0.833333333333,0.927536231884,0.666666666667,0.855072463768,0.611111111111,0.884057971014,0.0104750659432,0.000598030329271,0.0910755350597,0.0296570752604
16,2.2769280076,0.0566235780716,0.666666666667,0.927536231884,log2,3,1000,"{'max_features': 'log2', 'n_estimators': 1000, 'min_samples_leaf': 3}",16,0.611111111111,0.927536231884,0.666666666667,0.927536231884,0.722222222222,0.942028985507,0.666666666667,0.913043478261,0.0234780100506,0.00494232945214,0.0392837100659,0.010247924365
17,11.452308774,0.28295570612,0.680555555556,0.934782608696,log2,3,5000,"{'max_features': 'log2', 'n_estimators': 5000, 'min_samples_leaf': 3}",14,0.611111111111,0.927536231884,0.722222222222,0.927536231884,0.722222222222,0.942028985507,0.666666666667,0.942028985507,0.0548479544633,0.00470386799366,0.0460642331994,0.00724637681159
